2004.08.25,1.79260,1.80170,1.78950,1.79590,13335
2004.08.26,1.79570,1.79910,1.79150,1.79660,13023
2004.08.27,1.79640,1.80410,1.78870,1.79010,12467
2004.08.30,1.79050,1.79780,1.78540,1.79530,9213
2004.08.31,1.79540,1.80680,1.79030,1.80260,9840
2004.09.01,1.80290,1.80400,1.78910,1.79300,10623
2004.09.02,1.79320,1.79780,1.78660,1.78840,12934
2004.09.03,1.78840,1.79380,1.77360,1.77680,12816
2004.09.06,1.77510,1.78210,1.77420,1.77990,8582
2004.09.07,1.78000,1.78480,1.77080,1.77370,10067
2004.09.08,1.77350,1.79080,1.77160,1.78700,10928
2004.09.09,1.78660,1.78980,1.78130,1.78870,10520
2004.09.10,1.78900,1.80290,1.78570,1.79640,11079
2004.09.13,1.79870,1.80150,1.79300,1.79690,9424
2004.09.14,1.79660,1.80380,1.79410,1.79530,10420
2004.09.15,1.79530,1.79780,1.77390,1.77640,10155
2004.09.16,1.77620,1.79540,1.77570,1.79280,9860
2004.09.17,1.79290,1.79740,1.78920,1.79150,9029
2004.09.20,1.79210,1.79290,1.78150,1.78600,8861
2004.09.21,1.78600,1.80050,1.78400,1.79690,8980
2004.09.22,1.79680,1.80120,1.78730,1.79300,9989
2004.09.23,1.79300,1.80480,1.79270,1.79650,9807
2004.09.24,1.79620,1.80930,1.79470,1.80410,9326
2004.09.27,1.80600,1.81020,1.80270,1.80930,8998
2004.09.28,1.80950,1.81660,1.80820,1.81340,9645
2004.09.29,1.81360,1.81370,1.79620,1.79980,9325
2004.09.30,1.79990,1.81320,1.79540,1.81180,9899
2004.10.01,1.81190,1.81350,1.79280,1.79820,9306
2004.10.04,1.79760,1.79800,1.78140,1.78410,11001
2004.10.05,1.78410,1.78810,1.78020,1.78190,9247
2004.10.06,1.78210,1.78900,1.77450,1.77980,9910
2004.10.07,1.77970,1.78460,1.77630,1.78250,9503
2004.10.08,1.78250,1.79710,1.78160,1.79490,9863
2004.10.11,1.79450,1.79900,1.79210,1.79870,8100
2004.10.12,1.79860,1.79950,1.78440,1.79150,9296
2004.10.13,1.79150,1.79630,1.78390,1.79360,9474
2004.10.14,1.79350,1.80450,1.79240,1.79660,10172
2004.10.15,1.79630,1.80710,1.79500,1.80370,9561
2004.10.18,1.80370,1.80730,1.79480,1.79800,9005
2004.10.19,1.79810,1.80580,1.79220,1.80390,9469
2004.10.20,1.80390,1.81970,1.80080,1.81710,10434
2004.10.21,1.81730,1.83100,1.81540,1.82730,10334
2004.10.22,1.82740,1.83190,1.82230,1.82870,9405
2004.10.25,1.83010,1.84510,1.82890,1.84180,10522
2004.10.26,1.84170,1.84510,1.83310,1.83330,10042
2004.10.27,1.83350,1.84400,1.82510,1.82650,10487
2004.10.28,1.82660,1.83530,1.81930,1.83020,11019
2004.10.29,1.83000,1.83840,1.82820,1.83780,10060
2004.11.01,1.83900,1.84150,1.82970,1.83340,10131
2004.11.02,1.83330,1.84260,1.82990,1.84170,10009
2004.11.03,1.84150,1.85060,1.83160,1.84860,11538
2004.11.04,1.84880,1.85030,1.84100,1.84440,10635
2004.11.05,1.84420,1.85700,1.83070,1.85700,11241
2004.11.08,1.85630,1.86200,1.85240,1.85580,10121
2004.11.09,1.85590,1.86060,1.85090,1.85640,10141
2004.11.10,1.85650,1.86190,1.84050,1.84590,10937
2004.11.11,1.84630,1.84840,1.83760,1.84260,9294
2004.11.12,1.84300,1.85930,1.84070,1.85670,9969
2004.11.15,1.85570,1.85900,1.84380,1.84800,9593
2004.11.16,1.84800,1.85660,1.84480,1.85410,10071
2004.11.17,1.85420,1.86330,1.85160,1.85980,9724
2004.11.18,1.86000,1.86400,1.84720,1.84770,10464
2004.11.19,1.84770,1.86160,1.84700,1.85980,10185
2004.11.22,1.85810,1.86100,1.85210,1.86040,9034
2004.11.23,1.86040,1.87320,1.85230,1.86840,10152
2004.11.24,1.86830,1.88290,1.86720,1.88210,9430
2004.11.25,1.88210,1.89450,1.87970,1.89300,9231
2004.11.26,1.89310,1.90390,1.88320,1.89330,10336
2004.11.29,1.89180,1.89680,1.88490,1.89340,10304
2004.11.30,1.89360,1.91340,1.88670,1.90930,10991
2004.12.01,1.90940,1.93590,1.90880,1.93400,11023
2004.12.02,1.93390,1.94410,1.91750,1.92390,10810
2004.12.03,1.92400,1.94450,1.91910,1.94340,10011
2004.12.06,1.94290,1.94470,1.93740,1.93830,9932
2004.12.07,1.93850,1.95110,1.93600,1.94540,9862
2004.12.08,1.94500,1.94620,1.91830,1.93840,11523
2004.12.09,1.93850,1.93920,1.91420,1.92540,11629
2004.12.10,1.92530,1.92620,1.90140,1.91170,11178
2004.12.13,1.90970,1.92750,1.90920,1.92470,10690
2004.12.14,1.92460,1.92950,1.91960,1.92670,10373
2004.12.15,1.92700,1.94630,1.91900,1.94200,10591
2004.12.16,1.94190,1.95520,1.92600,1.93260,11908
2004.12.17,1.93260,1.94480,1.92800,1.94160,10783
2004.12.20,1.94410,1.95100,1.93660,1.94700,11004
2004.12.21,1.94690,1.94920,1.92470,1.92800,10142
2004.12.22,1.92800,1.93030,1.90980,1.91640,10267
2004.12.23,1.91630,1.92430,1.91330,1.92300,10859
2004.12.24,1.92310,1.92920,1.91810,1.92370,8623
2004.12.27,1.92300,1.93890,1.91980,1.93370,9005
2004.12.28,1.93360,1.94200,1.92650,1.92860,9959
2004.12.29,1.92840,1.93400,1.91190,1.91780,10811
2004.12.30,1.91840,1.92920,1.91550,1.92470,10508
2004.12.31,1.92460,1.93550,1.91390,1.91820,10195
2005.01.03,1.91920,1.92040,1.89810,1.90560,11154
2005.01.04,1.90530,1.90850,1.87800,1.88190,11105
2005.01.05,1.88220,1.88990,1.87300,1.88440,11427
2005.01.06,1.88460,1.88580,1.86960,1.87680,11230
2005.01.07,1.87660,1.88650,1.86450,1.87120,11951
2005.01.10,1.87010,1.87950,1.86960,1.87700,10594
2005.01.11,1.87750,1.88240,1.87510,1.87910,10606
2005.01.12,1.87890,1.89420,1.86950,1.89020,10467
2005.01.13,1.89020,1.89310,1.87930,1.88130,10477
2005.01.14,1.88130,1.88260,1.86380,1.87050,11596
2005.01.17,1.87040,1.87530,1.85760,1.85820,9191
2005.01.18,1.85800,1.87400,1.85230,1.86530,11405
2005.01.19,1.86540,1.88310,1.86270,1.87030,10853
2005.01.20,1.87020,1.87550,1.86360,1.87230,11146
2005.01.21,1.87240,1.88110,1.86120,1.87710,10939
2005.01.24,1.87850,1.88400,1.87400,1.87850,10581
2005.01.25,1.87830,1.88110,1.86230,1.86430,10678
2005.01.26,1.86430,1.88580,1.86340,1.88170,10966
2005.01.27,1.88220,1.89320,1.87930,1.88960,10613
2005.01.28,1.88920,1.89180,1.87840,1.88750,10603
2005.01.31,1.88530,1.88860,1.87860,1.88390,10354
2005.02.01,1.88400,1.88680,1.87760,1.88300,10151
2005.02.02,1.88330,1.88900,1.88220,1.88660,10085
2005.02.03,1.88650,1.89160,1.87690,1.88180,10536
2005.02.04,1.88170,1.89220,1.87280,1.87470,10763
2005.02.07,1.87200,1.87540,1.85470,1.85630,10499
2005.02.08,1.85580,1.86000,1.85090,1.85370,10291
2005.02.09,1.85360,1.86460,1.85240,1.85870,10698
2005.02.10,1.85880,1.87330,1.85070,1.86820,10807
2005.02.11,1.86860,1.87120,1.86240,1.86970,9304
2005.02.14,1.86970,1.89190,1.86770,1.88710,10595
2005.02.15,1.88710,1.89790,1.88310,1.89540,10867
2005.02.16,1.89540,1.89630,1.87530,1.88430,11276
2005.02.17,1.88440,1.89600,1.88350,1.89510,10037
2005.02.18,1.89510,1.89740,1.88920,1.89430,9905
2005.02.21,1.89340,1.90010,1.89060,1.89610,8408
2005.02.22,1.89610,1.91390,1.89520,1.91040,10761
2005.02.23,1.91040,1.91350,1.90420,1.90750,11137
2005.02.24,1.90750,1.91440,1.90150,1.90900,11168
2005.02.25,1.90890,1.92000,1.90630,1.91900,10348
2005.02.28,1.91730,1.92620,1.91630,1.92020,10248
2005.03.01,1.92030,1.92310,1.91690,1.92030,10236
2005.03.02,1.92040,1.92110,1.90780,1.91330,10028
2005.03.03,1.91340,1.91410,1.90570,1.90660,9590
2005.03.04,1.90670,1.92760,1.90540,1.92270,9679
2005.03.07,1.92300,1.92530,1.91120,1.91520,9224
2005.03.08,1.91510,1.93280,1.91290,1.92990,10235
2005.03.09,1.92970,1.93220,1.92000,1.92440,10568
2005.03.10,1.92460,1.93080,1.92050,1.92170,11107
2005.03.11,1.92160,1.92930,1.91630,1.92620,10801
2005.03.14,1.92640,1.92780,1.90990,1.91330,10178
2005.03.15,1.91360,1.92580,1.91110,1.91270,10704
2005.03.16,1.91270,1.92950,1.91100,1.92740,10760
2005.03.17,1.92750,1.92850,1.91840,1.92530,10531
2005.03.18,1.92510,1.92540,1.91250,1.92210,9833
2005.03.21,1.91980,1.92030,1.89420,1.89680,10270
2005.03.22,1.89670,1.90250,1.87990,1.88580,10624
2005.03.23,1.88580,1.88880,1.86610,1.86930,11026
2005.03.24,1.86930,1.87420,1.86710,1.86930,10545
2005.03.25,1.86910,1.87250,1.86760,1.87120,7591
2005.03.28,1.87050,1.87070,1.85930,1.86670,9403
2005.03.29,1.86700,1.87680,1.86500,1.87400,10300
2005.03.30,1.87410,1.88500,1.87380,1.87840,10734
2005.03.31,1.87840,1.89210,1.87540,1.89040,10675
2005.04.01,1.89010,1.89790,1.87600,1.88160,11031
2005.04.04,1.87820,1.88080,1.87090,1.87620,9587
2005.04.05,1.87610,1.88190,1.87170,1.87980,9930
2005.04.06,1.87970,1.88500,1.87410,1.88080,10530
2005.04.07,1.88040,1.88620,1.86800,1.87080,10641
2005.04.08,1.87070,1.88620,1.86710,1.88620,9717
2005.04.11,1.88490,1.89360,1.88120,1.89080,9619
2005.04.12,1.89080,1.89570,1.88290,1.89190,10194
2005.04.13,1.89200,1.89580,1.88720,1.89440,10514
2005.04.14,1.89420,1.89500,1.87570,1.87980,10984
2005.04.15,1.88000,1.89500,1.87710,1.89300,10858
2005.04.18,1.89340,1.90590,1.88830,1.90410,10136
2005.04.19,1.90400,1.92100,1.90000,1.91740,12461
2005.04.20,1.91710,1.92200,1.90970,1.91970,12602
2005.04.21,1.91970,1.92180,1.90630,1.90750,12677
2005.04.22,1.90750,1.91720,1.90550,1.91430,11341
2005.04.25,1.91690,1.91770,1.90790,1.91130,11976
2005.04.26,1.91110,1.91340,1.90200,1.90580,11842
2005.04.27,1.90570,1.90990,1.89870,1.90360,11965
2005.04.28,1.90360,1.91080,1.90150,1.90730,12336
2005.04.29,1.90720,1.91630,1.90540,1.90860,12549
2005.05.02,1.90660,1.90700,1.89250,1.89500,10562
2005.05.03,1.89490,1.89610,1.88840,1.89210,12104
2005.05.04,1.89240,1.90370,1.89200,1.90260,12779
2005.05.05,1.90270,1.90790,1.89950,1.90350,11900
2005.05.06,1.90290,1.90370,1.88950,1.89130,11814
2005.05.09,1.89070,1.89140,1.88050,1.88570,11805
2005.05.10,1.88540,1.88590,1.87620,1.88240,11910
2005.05.11,1.88240,1.89150,1.86950,1.87220,12693
2005.05.12,1.87190,1.87400,1.86020,1.86460,12711
2005.05.13,1.86410,1.86620,1.84820,1.84930,11896
2005.05.16,1.85060,1.85110,1.83310,1.83780,12089
2005.05.17,1.83790,1.84310,1.83200,1.83520,12637
2005.05.18,1.83520,1.84160,1.82920,1.83950,12407
2005.05.19,1.83950,1.84370,1.83210,1.83540,12386
2005.05.20,1.83530,1.83940,1.82330,1.82660,11545
2005.05.23,1.82500,1.83180,1.82400,1.82930,11209
2005.05.24,1.82920,1.83610,1.82600,1.82770,11931
2005.05.25,1.82770,1.83400,1.82470,1.83160,11939
2005.05.26,1.83160,1.83300,1.81870,1.82040,12087
2005.05.27,1.82030,1.82760,1.81980,1.82440,11021
2005.05.30,1.82410,1.82590,1.81950,1.82360,10413
2005.05.31,1.82320,1.82600,1.81030,1.81730,13270
2005.06.01,1.81730,1.82290,1.80760,1.81180,12799
2005.06.02,1.81160,1.82080,1.80820,1.81660,12613
2005.06.03,1.81620,1.82420,1.80970,1.81530,12275
2005.06.06,1.81310,1.82530,1.81260,1.82410,11810
2005.06.07,1.82410,1.83590,1.82040,1.83490,12184
2005.06.08,1.83500,1.84050,1.82210,1.82340,14888
2005.06.09,1.82330,1.82890,1.81730,1.82070,14620
2005.06.10,1.82080,1.82660,1.81070,1.81260,14310
2005.06.13,1.81180,1.81310,1.79990,1.80760,15318
2005.06.14,1.80760,1.81580,1.80300,1.80630,14212
2005.06.15,1.80640,1.82510,1.80450,1.82290,15178
2005.06.16,1.82310,1.82910,1.81680,1.82320,14899
2005.06.17,1.82310,1.83120,1.81890,1.83120,14462
2005.06.20,1.82400,1.82910,1.82100,1.82540,12397
2005.06.21,1.82550,1.83020,1.81640,1.82890,15234
2005.06.22,1.82880,1.83350,1.81770,1.82190,15180
2005.06.23,1.82200,1.82370,1.81370,1.81510,15011
2005.06.24,1.81520,1.82530,1.81200,1.82400,12937
2005.06.27,1.82310,1.83180,1.82200,1.82910,13230
2005.06.28,1.82910,1.83000,1.81420,1.81690,14042
2005.06.29,1.81660,1.81830,1.79940,1.80680,14507
2005.06.30,1.80680,1.81070,1.78710,1.79080,14935
2005.07.01,1.79050,1.79200,1.76670,1.76800,13303
2005.07.04,1.76030,1.76570,1.75690,1.75810,11258
2005.07.05,1.75830,1.76230,1.75040,1.75660,14521
2005.07.06,1.75640,1.76130,1.75170,1.75220,13849
2005.07.07,1.75250,1.75460,1.73990,1.74390,15525
2005.07.08,1.74390,1.74440,1.73100,1.73840,13666
2005.07.11,1.73690,1.75940,1.73580,1.75800,14718
2005.07.12,1.75770,1.77930,1.75500,1.77790,16299
2005.07.13,1.77800,1.77880,1.75260,1.76340,15149
2005.07.14,1.76360,1.76490,1.75440,1.75670,15097
2005.07.15,1.75670,1.76400,1.75060,1.75100,13356
2005.07.18,1.75020,1.75610,1.74530,1.74810,12586
2005.07.19,1.74820,1.74940,1.73400,1.73980,13785
2005.07.20,1.73990,1.74580,1.72710,1.74070,16058
2005.07.21,1.74070,1.76190,1.73980,1.75280,15072
2005.07.22,1.75280,1.75760,1.73570,1.74010,14926
2005.07.25,1.73780,1.74760,1.73310,1.74720,11328
2005.07.26,1.74720,1.74730,1.73480,1.73770,14064
2005.07.27,1.73770,1.74780,1.73340,1.74340,13810
2005.07.28,1.74350,1.75990,1.74040,1.75560,12226
2005.07.29,1.75560,1.76150,1.75150,1.75740,14400
2005.08.01,1.75560,1.77340,1.75400,1.76670,12822
2005.08.02,1.76680,1.77560,1.76660,1.77130,13721
2005.08.03,1.77140,1.78340,1.76500,1.77750,12085
2005.08.04,1.77740,1.78290,1.77120,1.78070,12182
2005.08.05,1.78080,1.78280,1.77150,1.77840,13262
2005.08.08,1.77630,1.79050,1.77270,1.78440,12846
2005.08.09,1.78430,1.79200,1.78200,1.78740,12873
2005.08.10,1.78740,1.79800,1.78630,1.79690,13410
2005.08.11,1.79700,1.81340,1.79480,1.81120,14245
2005.08.12,1.81110,1.81800,1.80730,1.81480,13769
2005.08.15,1.81600,1.81670,1.80720,1.81110,12468
2005.08.16,1.81090,1.81480,1.80380,1.81020,14627
2005.08.17,1.81000,1.81310,1.80170,1.80630,14486
2005.08.18,1.80620,1.80940,1.79140,1.79350,12606
2005.08.19,1.79350,1.79800,1.78900,1.79510,11729
2005.08.22,1.79660,1.80510,1.79390,1.80090,11810
2005.08.23,1.80080,1.80240,1.79620,1.80060,11918
2005.08.24,1.80070,1.80320,1.79060,1.80040,12449
2005.08.25,1.80040,1.80860,1.79770,1.80260,12538
2005.08.26,1.80240,1.81010,1.79890,1.80140,12049
2005.08.29,1.80180,1.80900,1.79250,1.79540,12054
2005.08.30,1.79530,1.79690,1.78190,1.78570,12510
2005.08.31,1.78570,1.80600,1.78190,1.80350,12546
2005.09.01,1.80360,1.83670,1.80040,1.83380,13162
2005.09.02,1.83350,1.84520,1.83000,1.84380,13044
2005.09.05,1.83980,1.85030,1.83720,1.84370,12178
2005.09.06,1.84380,1.84710,1.83720,1.84180,13382
2005.09.07,1.84140,1.84650,1.83520,1.83610,13231
2005.09.08,1.83610,1.84450,1.83300,1.83570,12258
2005.09.09,1.83570,1.84280,1.83190,1.83910,11443
2005.09.12,1.84140,1.84310,1.81830,1.81910,12800
2005.09.13,1.81930,1.82520,1.81830,1.82220,12351
2005.09.14,1.82200,1.83060,1.82100,1.82260,12078
2005.09.15,1.82320,1.82430,1.80370,1.80600,12861
2005.09.16,1.80590,1.81510,1.80190,1.80770,10752
2005.09.19,1.80380,1.80680,1.79690,1.80210,11338
2005.09.20,1.80200,1.80850,1.79770,1.79900,11683
2005.09.21,1.79910,1.81310,1.79580,1.81140,11972
2005.09.22,1.81180,1.81510,1.78790,1.79010,12218
2005.09.23,1.79020,1.79320,1.77510,1.77600,11336
2005.09.26,1.77230,1.78010,1.77040,1.77850,10995
2005.09.27,1.77850,1.77910,1.76390,1.76740,11898
2005.09.28,1.76730,1.77200,1.76020,1.76820,11895
2005.09.29,1.76820,1.77060,1.75920,1.76110,11979
2005.09.30,1.76110,1.77340,1.75650,1.76820,12309
2005.10.03,1.76190,1.76390,1.75190,1.75490,12361
2005.10.04,1.75470,1.76250,1.75120,1.75890,12208
2005.10.05,1.75940,1.76750,1.75750,1.76670,12163
2005.10.06,1.76730,1.78160,1.76480,1.77920,13416
2005.10.07,1.77920,1.77950,1.75760,1.76090,12000
2005.10.10,1.76010,1.76370,1.75140,1.75570,9968
2005.10.11,1.75560,1.75610,1.74410,1.74570,10409
2005.10.12,1.74570,1.75520,1.73920,1.75270,10278
2005.10.13,1.75260,1.75780,1.74430,1.75620,10920
2005.10.14,1.75640,1.77090,1.74810,1.76840,11077
2005.10.17,1.76830,1.77330,1.75280,1.75360,13663
2005.10.18,1.75360,1.75380,1.74230,1.75140,10922
2005.10.19,1.75130,1.76720,1.74240,1.76430,11504
2005.10.20,1.76400,1.77520,1.75950,1.77420,11102
2005.10.21,1.77410,1.78000,1.76380,1.76860,10673
2005.10.24,1.76640,1.77320,1.76460,1.76940,10030
2005.10.25,1.76930,1.78700,1.76330,1.78380,11206
2005.10.26,1.78430,1.78690,1.77150,1.77530,11382
2005.10.27,1.77540,1.79040,1.77350,1.78290,12664
2005.10.28,1.78280,1.78600,1.77270,1.77400,11935
2005.10.31,1.77380,1.78260,1.76720,1.76800,11292
2005.11.01,1.76800,1.77280,1.76080,1.76720,11986
2005.11.02,1.76700,1.77740,1.76230,1.77690,11343
2005.11.03,1.77660,1.77960,1.76930,1.77010,11437
2005.11.04,1.77010,1.77150,1.74570,1.75060,12321
2005.11.07,1.74620,1.75200,1.73900,1.74250,11862
2005.11.08,1.74260,1.74610,1.73260,1.74380,11781
2005.11.09,1.74420,1.74620,1.73610,1.74360,11499
2005.11.10,1.74360,1.75190,1.73960,1.74060,11438
2005.11.11,1.74080,1.74380,1.73740,1.74250,10515
2005.11.14,1.74230,1.74990,1.73420,1.73760,11457
2005.11.15,1.73750,1.73990,1.73040,1.73480,11503
2005.11.16,1.73530,1.73730,1.71370,1.71780,11545
2005.11.17,1.71790,1.72270,1.71470,1.71850,12128
2005.11.18,1.71850,1.72290,1.70970,1.71670,12278
2005.11.21,1.71680,1.72470,1.71400,1.71550,11882
2005.11.22,1.71520,1.72400,1.70640,1.72260,10463
2005.11.23,1.72270,1.72610,1.71750,1.72330,10458
2005.11.24,1.72330,1.72880,1.71990,1.72200,9030
2005.11.25,1.72220,1.72360,1.71230,1.71440,9136
2005.11.28,1.71260,1.73450,1.70470,1.72880,10158
2005.11.29,1.72890,1.72960,1.71430,1.71650,10438
2005.11.30,1.71650,1.73520,1.71620,1.72920,10244
2005.12.01,1.72900,1.73450,1.72610,1.73180,10300
2005.12.02,1.73190,1.73810,1.72480,1.73290,10042
2005.12.05,1.73160,1.74460,1.72710,1.74210,9930
2005.12.06,1.74200,1.74540,1.73120,1.74050,9913
2005.12.07,1.74040,1.74310,1.72910,1.73370,9761
2005.12.08,1.73370,1.75620,1.73220,1.75250,10588
2005.12.09,1.75250,1.75680,1.74610,1.75430,9773
2005.12.12,1.75070,1.77760,1.75020,1.77510,10298
2005.12.13,1.77510,1.77820,1.76530,1.76970,10112
2005.12.14,1.76960,1.78110,1.76840,1.77290,10669
2005.12.15,1.77260,1.77480,1.76130,1.76520,10896
2005.12.16,1.76480,1.77390,1.76260,1.77190,10452
2005.12.19,1.76930,1.77330,1.75910,1.76260,9776
2005.12.20,1.76250,1.76860,1.75250,1.75410,10495
2005.12.21,1.75410,1.75950,1.73810,1.74530,10548
2005.12.22,1.74530,1.74610,1.73380,1.73780,10253
2005.12.23,1.73770,1.74050,1.73050,1.73350,9200
2005.12.26,1.73330,1.73790,1.73120,1.73330,5863
2005.12.27,1.73310,1.73860,1.72640,1.72710,8416
2005.12.28,1.72700,1.74110,1.71290,1.71800,10585
2005.12.29,1.71790,1.72830,1.71670,1.72460,9900
2005.12.30,1.72460,1.72970,1.71650,1.72320,10052
2006.01.02,1.72230,1.72490,1.71890,1.71940,6087
2006.01.03,1.71940,1.74670,1.71870,1.74640,10720
2006.01.04,1.74640,1.76190,1.74580,1.75570,11093
2006.01.05,1.75550,1.75890,1.74850,1.75470,10458
2006.01.06,1.75470,1.77230,1.75120,1.76950,10058
2006.01.09,1.76810,1.77270,1.76270,1.76540,10236
2006.01.10,1.76510,1.77030,1.76150,1.76330,10818
2006.01.11,1.76330,1.76720,1.75170,1.76620,10779
2006.01.12,1.76610,1.77280,1.75760,1.76080,10883
2006.01.13,1.76070,1.77840,1.75930,1.77470,9987
2006.01.16,1.77670,1.77990,1.76400,1.76690,9757
2006.01.17,1.76690,1.77030,1.75860,1.76850,9976
2006.01.18,1.76850,1.77070,1.75850,1.76310,10570
2006.01.19,1.76310,1.76410,1.75270,1.75720,10534
2006.01.20,1.75710,1.77270,1.75410,1.77090,10323
2006.01.23,1.77150,1.78840,1.77130,1.78660,11155
2006.01.24,1.78640,1.78980,1.78050,1.78330,10453
2006.01.25,1.78330,1.79370,1.78160,1.78310,10657
2006.01.26,1.78320,1.78920,1.77750,1.77970,10072
2006.01.27,1.77970,1.78810,1.76650,1.76800,10687
2006.01.30,1.76870,1.77180,1.76340,1.76850,9572
2006.01.31,1.76840,1.78610,1.76650,1.77880,10193
2006.02.01,1.77810,1.78220,1.77250,1.77500,10276
2006.02.02,1.77480,1.78160,1.77110,1.78010,10152
2006.02.03,1.78000,1.78110,1.75920,1.76230,9937
2006.02.06,1.76240,1.76430,1.74340,1.74780,10337
2006.02.07,1.74780,1.75180,1.74030,1.74670,9775
2006.02.08,1.74680,1.74760,1.73760,1.74090,9763
2006.02.09,1.74060,1.74670,1.73740,1.74200,10008
2006.02.10,1.74190,1.75770,1.74110,1.74570,10384
2006.02.13,1.74340,1.74450,1.73630,1.74140,10011
2006.02.14,1.74130,1.74460,1.72780,1.73530,10145
2006.02.15,1.73530,1.74910,1.73310,1.74050,10338
2006.02.16,1.74060,1.74160,1.73060,1.73870,10085
2006.02.17,1.73880,1.74290,1.73290,1.74050,10106
2006.02.20,1.74150,1.74640,1.74050,1.74430,9071
2006.02.21,1.74420,1.74780,1.74110,1.74450,9847
2006.02.22,1.74440,1.74680,1.73740,1.74340,9705
2006.02.23,1.74350,1.75570,1.74140,1.75160,10365
2006.02.24,1.75180,1.75390,1.74270,1.74490,9776
2006.02.27,1.74340,1.74540,1.73760,1.73960,9856
2006.02.28,1.73970,1.75710,1.73730,1.75370,10149
2006.03.01,1.75380,1.75960,1.74610,1.75000,9959
2006.03.02,1.75000,1.75510,1.74330,1.75290,9833
2006.03.03,1.75300,1.75870,1.75000,1.75450,9719
2006.03.06,1.75630,1.76260,1.74660,1.74860,10434
2006.03.07,1.74880,1.75020,1.73300,1.73540,10462
2006.03.08,1.73550,1.74220,1.73430,1.73820,9988
2006.03.09,1.73820,1.74140,1.73460,1.73600,10697
2006.03.10,1.73590,1.74030,1.72310,1.72600,9878
2006.03.13,1.72610,1.73410,1.72310,1.73350,9821
2006.03.14,1.73350,1.74870,1.73300,1.74570,10532
2006.03.15,1.74590,1.74960,1.74160,1.74780,9956
2006.03.16,1.74780,1.75970,1.74370,1.75680,10271
2006.03.17,1.75670,1.75810,1.75110,1.75550,9523
2006.03.20,1.75530,1.75900,1.75280,1.75540,9361
2006.03.21,1.75560,1.75630,1.74500,1.74850,10445
2006.03.22,1.74890,1.75100,1.74520,1.74640,9481
2006.03.23,1.74640,1.74710,1.73270,1.73410,9757
2006.03.24,1.73420,1.74460,1.73090,1.74200,9527
2006.03.27,1.74290,1.74960,1.74140,1.74640,9660
2006.03.28,1.74640,1.75390,1.74250,1.74280,10516
2006.03.29,1.74280,1.74450,1.73150,1.73360,9477
2006.03.30,1.73380,1.74860,1.73350,1.74610,10542
2006.03.31,1.74640,1.74800,1.73360,1.73720,10311
2006.04.03,1.73650,1.74070,1.72500,1.73990,9916
2006.04.04,1.73960,1.75790,1.73690,1.75500,10011
2006.04.05,1.75510,1.76190,1.74800,1.75390,10681
2006.04.06,1.75410,1.75990,1.74890,1.75150,10691
2006.04.07,1.75160,1.75370,1.73940,1.74210,10604
2006.04.10,1.74280,1.74750,1.73760,1.74380,8736
2006.04.11,1.74370,1.74960,1.73930,1.74860,9510
2006.04.12,1.74870,1.75750,1.74600,1.75050,9561
2006.04.13,1.75040,1.75640,1.74840,1.75270,10057
2006.04.14,1.75250,1.75360,1.75030,1.75120,6934
2006.04.17,1.75320,1.77500,1.75310,1.77050,9619
2006.04.18,1.77040,1.78460,1.76790,1.78390,10067
2006.04.19,1.78360,1.79380,1.77950,1.79250,10103
2006.04.20,1.79260,1.79260,1.77550,1.77810,10024
2006.04.21,1.77810,1.78500,1.77490,1.78240,9514
2006.04.24,1.78680,1.79340,1.77920,1.78610,10320
2006.04.25,1.78620,1.79450,1.78260,1.78750,9948
2006.04.26,1.78760,1.79120,1.78000,1.78440,10499
2006.04.27,1.78450,1.80480,1.78190,1.80110,10181
2006.04.28,1.80120,1.82680,1.80000,1.82570,10418
2006.05.01,1.82360,1.84160,1.82050,1.82420,9442
2006.05.02,1.82420,1.84280,1.82060,1.83970,10418
2006.05.03,1.83960,1.84790,1.83540,1.84250,10627
2006.05.04,1.84260,1.85520,1.83360,1.85270,10759
2006.05.05,1.85270,1.86250,1.84750,1.85950,10231
2006.05.08,1.86280,1.86930,1.85490,1.85780,10360
2006.05.09,1.85780,1.86920,1.85130,1.86700,9878
2006.05.10,1.86730,1.87360,1.86020,1.86440,10818
2006.05.11,1.86440,1.88600,1.85310,1.88270,10910
2006.05.12,1.88220,1.90010,1.88210,1.89470,11680
2006.05.15,1.89660,1.89990,1.87640,1.87920,10316
2006.05.16,1.87920,1.88980,1.87450,1.88830,10434
2006.05.17,1.88830,1.90270,1.87750,1.87970,11614
2006.05.18,1.88000,1.89650,1.87910,1.89510,10829
2006.05.19,1.89520,1.89570,1.87000,1.87780,11001
2006.05.22,1.87710,1.88890,1.86320,1.88520,10535
2006.05.23,1.88520,1.88870,1.87650,1.87750,10600
2006.05.24,1.87630,1.88640,1.86520,1.86860,11582
2006.05.25,1.86880,1.87750,1.86650,1.87730,10425
2006.05.26,1.87730,1.87760,1.85310,1.85940,10412
2006.05.29,1.85800,1.86450,1.85610,1.85890,9356
2006.05.30,1.85890,1.88700,1.85800,1.88360,11136
2006.05.31,1.88350,1.88600,1.86850,1.87200,11201
2006.06.01,1.87210,1.87280,1.85630,1.86660,10466
2006.06.02,1.86640,1.88630,1.86080,1.88190,10166
2006.06.05,1.88330,1.88820,1.87160,1.87230,10531
2006.06.06,1.87220,1.87750,1.85890,1.86060,11293
2006.06.07,1.86070,1.86500,1.85290,1.85740,10799
